A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
3.76	0.55	1.372	0.822	0	1.34	0	0.93365	0.10885	0.73142	0	0	0	22779	Ikzf2	chr1
1.58	2.653	2.753	0.1	8.11	8.87	0	0.00002	0.00001	0.99878	1	1	0	12021	Bard1	chr1
-0.67	5.827	4.131	-1.696	5.96	4.35	-0.8	0.00019	0.00129	0.23104	1	1	0	74591	Abca12	chr1
6.07	0.676	0.407	-0.27	0	0	0	0.94821	0.99518	0.99894	0	0	0	108147	Atic	chr1
6.7	-0.188	1.523	1.711	0	0.9	1.33	0.93773	0.19742	0.11111	0	0	0	14268	Fn1	chr1
2.03	3.846	4.395	0.549	5.42	6.64	0	0.00033	0.00009	0.78508	1	1	0	381269	Mreg	chr1
2.93	0.545	0.528	-0.017	0	0	0	0.98453	0.98796	0.99995	0	0	0	111175	Pecr	chr1
4.9	1.953	1.35	-0.604	6.61	2.54	0	0.00009	0.01755	0.98897	1	0	0	22596	Xrcc5	chr1
4.72	0.66	0.688	0.029	0	0	0	0.97077	0.96246	0.99997	0	0	0	54380	Smarcal1	chr1
3.57	0.004	0.156	0.152	0	0	0	1	0.99994	0.99995	0	0	0	19981	Rpl37a	chr1
3.63	6.285	8.115	1.83	10.97	12.98	1.46	0	0	0.09196	1	1	0	16008	Igfbp2	chr1
12.25	-1.108	1.091	2.199	-0.35	0.31	4.36	0.36699	0.38342	0.00123	0	0	1	16011	Igfbp5	chr1
2.99	-3.615	-0.269	3.346	-8.67	0	7.96	0.00001	0.97034	0.00002	-1	0	1	723792	Pinc	chr1
-0.79	-3.627	-0.68	2.946	-5.2	0	4.06	0.00043	0.7134	0.00186	-1	0	0	78718	D530049I02Rik	chr1
5.19	3.422	4.09	0.668	10.24	12.84	0	0	0	0.89958	1	1	0	21961	Tns1	chr1
0.31	3.128	3.807	0.679	3.14	3.96	0	0.00709	0.00217	0.68647	1	1	0	435626	Rufy4	chr1
7.63	0.144	0.076	-0.068	0	0	0	0.99997	0.99999	0.99999	0	0	0	76709	Arpc2	chr1
7.37	0.019	-0.037	-0.056	0	0	0	1	1	1	0	0	0	227290	Aamp	chr1
3.59	0.976	0.854	-0.122	0	0	0	0.56375	0.83642	0.99988	0	0	0	56695	Pnkd	chr1
7.37	-1.19	-0.547	0.644	-0.79	0	0	0.22647	0.95198	0.92462	0	0	0	69660	Tmbim1	chr1
5.79	-0.024	0.09	0.115	0	0	0	0.99998	0.99992	0.99993	0	0	0	227292	Ctdsp1	chr1
6.24	0.431	0.237	-0.194	0	0	0	0.97828	0.99428	0.99698	0	0	0	319651	Usp37	chr1
5.12	0.553	0.213	-0.34	0	0	0	0.98123	0.99902	0.9976	0	0	0	58184	Rqcd1	chr1
0.21	2.226	2.359	0.133	2.37	2.69	0	0.02274	0.01387	0.95977	0	0	0	18802	Plcd4	chr1
5.56	0.824	1.168	0.344	0	1.24	0	0.88585	0.12452	0.99952	0	0	0	77264	Zfp142	chr1
3.69	-0.198	-0.228	-0.031	0	0	0	0.99864	0.99843	0.99988	0	0	0	66821	Bcs1l	chr1
4.83	0.154	-0.095	-0.249	0	0	0	0.99941	0.99972	0.99899	0	0	0	57751	Rnf25	chr1
2.84	0.188	-0.705	-0.894	0	0	0	0.99831	0.92317	0.7058	0	0	0	269209	Stk36	chr1
5.41	-0.249	-0.104	0.145	0	0	0	0.99343	0.99804	0.99776	0	0	0	67534	Ttll4	chr1
0.83	2.81	2.696	-0.115	5.53	5.53	0	0.00028	0.00028	0.98899	1	1	0	104086	Cyp27a1	chr1
1.55	5.608	7.305	1.697	10.38	11.84	1.23	0	0	0.12694	1	1	0	22420	Wnt6	chr1
1.21	8.906	8.096	-0.81	16.17	17.33	0	0	0	0.64118	1	1	0	22409	Wnt10a	chr1
1.46	0.129	0.359	0.231	0	0	0	0.99883	0.99312	0.99735	0	0	0	75570	Nhej1	chr1
0.7	0.084	0.023	-0.062	0	0	0	0.99659	0.99924	0.99786	0	0	0	22626	Slc23a3	chr1
5.3	-1.178	-1.011	0.167	-1.12	-0.07	0	0.14779	0.4722	0.99978	0	0	0	69171	Cnppd1	chr1
6.12	-1.023	-1.263	-0.24	-0.15	-1.7	0	0.44156	0.06381	0.99963	0	0	0	227298	Fam134a	chr1
4.1	-0.993	-1.188	-0.195	0	-1.42	0	0.52118	0.09743	0.99991	0	0	0	68818	Zfand2b	chr1
3.83	0.18	-0.174	-0.353	0	0	0	0.99647	0.99723	0.98998	0	0	0	74104	Abcb6	chr1
5.59	-0.751	-0.388	0.364	0	0	0	0.94119	0.99871	0.99929	0	0	0	245860	Atg9a	chr1
3.9	-1.186	-1.037	0.15	-1.2	-0.24	0	0.1327	0.40909	0.99985	0	0	0	52231	Ankzf1	chr1
3.12	0.867	0.295	-0.573	0	0	0	0.7646	0.9987	0.98147	0	0	0	74577	Glb1l	chr1
5.2	0.248	-0.26	-0.507	0	0	0	0.99992	0.99993	0.99917	0	0	0	20872	Stk16	chr1
8.23	-0.444	-0.387	0.057	0	0	0	0.9942	0.9964	0.99991	0	0	0	22145	Tuba4a	chr1
6.28	-0.793	-0.759	0.034	0	0	0	0.88467	0.91469	0.99996	0	0	0	56812	Dnajb2	chr1
1.28	-1.131	-0.079	1.053	-0.41	0	0.17	0.34802	0.9933	0.43579	0	0	0	19275	Ptprn	chr1
5.66	-0.511	-1.672	-1.161	0	-4.11	-1.04	0.99088	0.00173	0.16348	0	-1	0	13437	Dnpep	chr1
0.61	3.911	1.571	-2.34	7.65	1.95	-3.54	0.00003	0.04357	0.00384	1	0	0	13346	Des	chr1
3.75	4.059	2.21	-1.849	10.76	5.19	-3.02	0	0.00042	0.00829	1	1	0	11790	Speg	chr1
5.03	-0.136	-0.483	-0.347	0	0	0	0.99994	0.99838	0.9997	0	0	0	69080	Gmppa	chr1
-1.85	3.052	2.372	-0.681	3.44	2.56	0	0.00451	0.01693	0.70426	1	0	0	241118	Asic4	chr1
5.8	0.888	1.017	0.129	0	0.13	0	0.78689	0.45146	0.99995	0	0	0	74241	Chpf	chr1
2	1.599	2.049	0.45	2.11	3.69	0	0.03408	0.00312	0.94771	0	1	0	319998	Tmem198	chr1
4.65	2.261	2.121	-0.14	10.53	9.61	0	0	0.00001	0.99996	1	1	0	98733	Obsl1	chr1
1.63	1.068	-0.527	-1.595	0.22	0	-2.01	0.41673	0.94116	0.03951	0	0	0	16322	Inha	chr1
4.91	-0.617	-1.034	-0.417	0	-0.3	0	0.99527	0.38432	0.99973	0	0	0	71728	Stk11ip	chr1
4.54	1.102	0.695	-0.407	0.55	0	0	0.2971	0.93868	0.99495	0	0	0	20536	Slc4a3	chr1
4.79	2.444	3.63	1.186	7.56	13.07	0.95	0.00003	0	0.18599	1	1	0	13838	Epha4	chr1
5.64	0.418	-0.079	-0.497	0	0	0	0.9981	0.99993	0.99701	0	0	0	23874	Farsb	chr1
7.02	-0.448	0.174	0.622	0	0	0	0.98587	0.99826	0.95821	0	0	0	74205	Acsl3	chr1
4.96	0.166	0.958	0.792	0	0	0	0.99982	0.60936	0.91226	0	0	0	195434	Utp14b	chr1
0.3	2.059	2.079	0.02	1.99	2.08	0	0.04153	0.03601	0.99416	0	0	0	57814	Kcne4	chr1
3.05	-0.945	-0.261	0.684	0	0	0	0.60608	0.99694	0.93252	0	0	0	252903	Ap1s3	chr1
5.72	-1.086	-1.336	-0.25	-0.61	-2.37	0	0.28095	0.02261	0.99977	0	0	0	69368	Wdfy1	chr1
3.71	-0.194	-0.241	-0.046	0	0	0	0.99978	0.99971	0.99997	0	0	0	69163	Mrpl44	chr1
1.99	2.539	3.025	0.486	5.81	7.68	0	0.0002	0.00003	0.94444	1	1	0	20720	Serpine2	chr1
7.54	-0.029	0.164	0.193	0	0	0	0.9998	0.9986	0.99889	0	0	0	26554	Cul3	chr1
0.56	3.826	4.576	0.75	4.65	5.83	0	0.00085	0.00021	0.6541	1	1	0	210293	Dock10	chr1
5.81	-1.581	-0.518	1.064	-1.46	0	0.17	0.0919	0.87165	0.43462	0	0	0	16367	Irs1	chr1
5.86	0.134	-0.943	-1.078	0	0	-0.53	0.99975	0.63691	0.30688	0	0	0	76867	Rhbdd1	chr1
-0.1	1.655	2.55	0.895	1.83	4.12	0	0.05223	0.00169	0.60236	0	1	0	12829	Col4a4	chr1
-0.33	2.557	3.221	0.664	3.59	5.11	0	0.00359	0.00047	0.75393	1	1	0	12828	Col4a3	chr1
5.45	0.238	0.11	-0.128	0	0	0	0.99991	0.99998	0.99998	0	0	0	75734	Mff	chr1
0.35	-0.074	-0.269	-0.196	0	0	0	0.99646	0.9846	0.99059	0	0	0	100044526	Gm17764	NA
6.72	-0.658	0.08	0.738	0	0	0	0.93894	0.99948	0.90427	0	0	0	15463	Agfg1	chr1
-0.68	0.597	2.208	1.611	0	2.15	1.1	0.78816	0.03206	0.1523	0	0	0	80721	Slc19a3	chr1
-0.66	-4.874	-3.751	1.122	-5.03	-3.53	0.24	0.00055	0.00406	0.40975	-1	-1	0	20297	Ccl20	chr1
-0.7	1.83	3.097	1.267	1.87	4.41	0.53	0.04963	0.00116	0.30571	0	1	0	98496	Pid1	chr1
8.33	0.098	0.062	-0.036	0	0	0	0.99996	0.99998	0.99999	0	0	0	14897	Trip12	chr1
0.65	-1.041	-1.975	-0.934	-0.12	-3.11	0	0.45314	0.00727	0.58774	0	-1	0	66153	Fbxo36	chr1
1.6	-0.588	-0.142	0.447	0	0	0	0.92576	0.99586	0.97193	0	0	0	109032	Sp110	chr1
3.22	-0.311	0.374	0.685	0	0	0	0.99744	0.99521	0.94164	0	0	0	434484	Sp140	chr1
2.07	-0.1	-0.129	-0.029	0	0	0	0.99778	0.99741	0.99951	0	0	0	20684	Sp100	chr1
7.45	-0.604	-0.297	0.308	0	0	0	0.96365	0.99691	0.99775	0	0	0	12283	Cab39	chr1
7.69	1.463	0.787	-0.676	3.96	0	0	0.00212	0.94544	0.99203	1	0	0	64294	Itm2c	chr1
0.26	2.342	4.7	2.358	2.57	5.36	1.94	0.01667	0.00036	0.04528	0	1	0	72792	2810459M11Rik	chr1
7.36	0.224	0.132	-0.092	0	0	0	0.99985	0.99994	0.99998	0	0	0	70247	Psmd1	chr1
3.42	1.059	0.8	-0.259	0.39	0	0	0.35432	0.89514	0.99939	0	0	0	78795	Armc9	chr1
2.52	-1.313	-3.874	-2.561	-0.89	-8.98	-5.41	0.20009	0.00001	0.00032	0	-1	-1	227327	B3gnt7	chr1
10.21	0.191	0.714	0.523	0	0	0	0.99912	0.92715	0.99094	0	0	0	17975	Ncl	chr1
-0.12	-0.08	1.703	1.783	0	1.47	1.67	0.98642	0.08962	0.06677	0	0	0	100303740	Snora75	chr1
8.07	0.515	0.227	-0.288	0	0	0	0.99672	0.99979	0.99981	0	0	0	19231	Ptma	chr1
2.91	1.484	0.408	-1.075	1.85	0	-0.29	0.05097	0.98262	0.3879	0	0	0	18582	Pde6d	chr1
3.18	0.518	0.353	-0.165	0	0	0	0.99057	0.99824	0.99962	0	0	0	26895	Cops7b	chr1
-0.64	3.435	2.181	-1.254	4.48	2.57	-0.45	0.00107	0.0166	0.33408	1	0	0	18159	Nppc	chr1
4.57	-0.852	-0.833	0.019	0	0	0	0.81732	0.84662	0.99998	0	0	0	208718	Dis3l2	chr1
-2.65	4.531	5.524	0.993	5.75	7.2	0	0.00023	0.00005	0.51466	1	1	0	13599	Ecel1	chr1
6.03	0.274	0.261	-0.012	0	0	0	0.99985	0.99987	1	0	0	0	26987	Eif4e2	chr1
1.98	-0.258	1.276	1.534	0	1.16	2.29	0.99546	0.14029	0.02554	0	0	0	98363	Efhd1	chr1
6.13	-0.655	-0.803	-0.148	0	0	0	0.9873	0.92204	0.99996	0	0	0	227331	Gigyf2	chr1
-0.37	1.152	1.726	0.574	0.41	1.92	0	0.34809	0.04581	0.84721	0	0	0	100040591	Kcnj13	chr1
0.06	-3.136	-4.375	-1.239	-4.93	-8.07	-0.79	0.00059	0.00002	0.22639	-1	-1	0	73234	3110079O15Rik	chr1
3.54	-3.953	-4.227	-0.274	-17.61	-19.37	0	0	0	0.99985	-1	-1	0	53972	Ngef	chr1
-0.27	0.474	0.558	0.085	0	0	0	0.87964	0.8456	0.98512	0	0	0	620454	Gm6153	NA
-0.42	-2.956	-3.227	-0.271	-4.79	-5.53	0	0.00071	0.00029	0.97671	-1	-1	0	23956	Neu2	chr1
5.16	0.12	-0.145	-0.265	0	0	0	0.99858	0.99834	0.99648	0	0	0	77040	Atg16l1	chr1
6.65	-1.116	-0.591	0.525	-0.8	0	0	0.22425	0.98839	0.99589	0	0	0	227333	Dgkd	chr1
3.93	0.506	0.888	0.382	0	0	0	0.9981	0.80538	0.99951	0	0	0	227334	Usp40	chr1
-0.06	5.254	6.814	1.56	7.46	9.31	0.81	0.00004	0.00001	0.22316	1	1	0	394435	Ugt1a6b	NA
1.16	5.233	6.878	1.646	7.69	9.54	0.96	0.00003	0.00001	0.18455	1	1	0	94284	Ugt1a6a	chr1
3.16	0.515	0.515	0	0	0	0	0.99501	0.99557	1	0	0	0	381280	Hjurp	chr1
5.71	3.14	2.895	-0.245	6.35	5.73	0	0.00011	0.00022	0.97954	1	1	0	320982	Arl4c	chr1
6.64	-1.406	-1.477	-0.071	-2.53	-2.96	0	0.01768	0.00909	0.99992	0	-1	0	98402	Sh3bp4	chr1
6.22	-0.743	-1.347	-0.604	0	-3.04	0	0.97285	0.00813	0.99701	0	-1	0	347722	Agap1	chr1
5.55	1.216	3.239	2.023	0.91	8.89	4.3	0.19498	0.00001	0.00132	0	1	1	12778	Ackr3	chr1
6.06	0.339	0.283	-0.056	0	0	0	0.99989	0.99994	1	0	0	0	108679	Cops8	chr1
7.34	-2.053	-3.104	-1.051	-2.56	-5.04	-0.13	0.01683	0.00052	0.44995	0	-1	0	12835	Col6a3	chr1
6.05	-4.871	-6.207	-1.336	-16.44	-21.86	-1.76	0	0	0.05838	-1	-1	0	171531	Mlph	chr1
3.63	-5.024	-4.92	0.104	-19.16	-18.69	0	0	0	0.99994	-1	-1	0	19329	Rab17	chr1
7.68	-1.815	-1.091	0.725	-3.97	-0.44	0	0.00208	0.33421	0.90512	-1	0	0	16978	Lrrfip1	chr1
4.64	-0.787	1.011	1.798	0	0.05	4.02	0.84247	0.4797	0.00195	0	0	0	51801	Ramp1	chr1
5.57	-1.128	-0.461	0.667	-0.72	0	0	0.24713	0.99135	0.95863	0	0	0	67921	Ube2f	chr1
4.03	-0.27	0.057	0.327	0	0	0	0.99936	0.99993	0.99913	0	0	0	665783	Gm7785	NA
4.76	-2.016	-1.824	0.192	-7.18	-5.84	0	0.00005	0.0002	0.9999	-1	-1	0	50880	Scly	chr1
0.82	-3.004	-1.753	1.251	-8.05	-2.92	1.16	0.00002	0.00965	0.13943	-1	-1	0	227357	Espnl	chr1
1.2	-1.021	-0.406	0.615	-0.07	0	0	0.47116	0.96411	0.90583	0	0	0	227358	Fam132b	chr1
5.39	-0.214	-0.304	-0.09	0	0	0	0.99997	0.99993	0.99999	0	0	0	67444	Ilkap	chr1
3.52	-0.968	-1.384	-0.416	0	-2.16	0	0.56634	0.03147	0.99604	0	0	0	55927	Hes6	chr1
7.76	-2.051	-1.712	0.339	-3.37	-2.29	0	0.00491	0.02593	0.97352	-1	0	0	18627	Per2	chr1
3.5	-0.385	-1.16	-0.774	0	-0.75	0	0.98716	0.23725	0.8462	0	0	0	74019	Traf3ip1	chr1
3.32	0.524	0.151	-0.372	0	0	0	0.99535	0.9999	0.99913	0	0	0	65247	Asb1	chr1
5.16	0.976	0.866	-0.11	0	0	0	0.568	0.82714	0.99995	0	0	0	208727	Hdac4	chr1
6.1	0.068	-0.143	-0.21	0	0	0	0.99999	0.99997	0.99997	0	0	0	67273	Ndufa10	chr1
4.67	0.379	-0.097	-0.476	0	0	0	0.99825	0.99989	0.9966	0	0	0	66915	Myeov2	chr1
6.14	2.813	0.855	-1.958	7.11	0	-4.06	0.00005	0.71452	0.00184	1	0	0	14733	Gpc1	chr1
2.68	0.097	0.012	-0.085	0	0	0	0.99971	0.99997	0.99979	0	0	0	67446	Dusp28	chr1
5.73	-0.534	-0.451	0.083	0	0	0	0.99902	0.99965	1	0	0	0	108657	Rnpepl1	chr1
3.01	0.338	-0.218	-0.555	0	0	0	0.99758	0.99937	0.98639	0	0	0	23830	Capn10	chr1
0.33	0.737	1.224	0.488	0	0.7	0	0.78842	0.25239	0.92249	0	0	0	64095	Gpr35	chr1
1.5	6.411	4.828	-1.584	7.84	7.73	-0.84	0.00003	0.00003	0.21705	1	1	0	16560	Kif1a	chr1
1.65	4.781	3.828	-0.952	6.02	5.45	0	0.00017	0.00032	0.53698	1	1	0	71874	2310007B03Rik	chr1
3.83	0.424	0.364	-0.06	0	0	0	0.91338	0.93652	0.99247	0	0	0	208777	Sned1	chr1
4.24	0.152	-0.054	-0.206	0	0	0	0.9964	0.99901	0.99552	0	0	0	69821	Mterf4	chr1
2.91	1.722	1.219	-0.504	4.08	1.32	0	0.00179	0.11168	0.98789	1	0	0	269224	Pask	chr1
5.32	-0.081	-0.504	-0.424	0	0	0	0.99999	0.99924	0.99978	0	0	0	66385	Ppp1r7	chr1
10.03	-0.261	0.169	0.431	0	0	0	0.99975	0.9999	0.99927	0	0	0	110611	Hdlbp	chr1
8	0.573	0.552	-0.021	0	0	0	0.99555	0.99642	1	0	0	0	18000	Sept2	chr1
4.2	-1.176	-0.352	0.823	-1.16	0	0	0.13952	0.99849	0.87251	0	0	0	227377	Farp2	chr1
6.95	-0.81	-0.459	0.351	0	0	0	0.93299	0.99926	0.99986	0	0	0	59041	Stk25	chr1
2.13	4.764	4.083	-0.681	13.37	12.68	0	0	0	0.84366	1	1	0	51800	Bok	chr1
4.76	0.468	0.066	-0.402	0	0	0	0.99571	0.99992	0.99822	0	0	0	67026	Thap4	chr1
5.63	-0.078	-0.157	-0.08	0	0	0	0.99999	0.99997	0.99999	0	0	0	66615	Atg4b	chr1
4.76	1.041	0.62	-0.421	0.26	0	0	0.40245	0.97963	0.99722	0	0	0	21915	Dtymk	chr1
5.87	-0.057	0.283	0.34	0	0	0	0.99998	0.99973	0.9997	0	0	0	66262	Ing5	chr1
1.92	-0.463	-0.753	-0.29	0	0	0	0.98527	0.87965	0.99723	0	0	0	98314	D2hgdh	chr1
3.73	-0.417	-0.548	-0.131	0	0	0	0.99228	0.97938	0.99947	0	0	0	67698	Fam174a	chr1
4.61	-0.621	-1.228	-0.607	0	-1.57	0	0.9824	0.07816	0.98913	0	0	0	52392	D1Ertd622e	chr1
5.94	0.027	0.077	0.05	0	0	0	0.99983	0.9995	0.99978	0	0	0	227399	Ppip5k2	chr1
1.95	-0.121	-0.27	-0.149	0	0	0	0.99958	0.99869	0.99958	0	0	0	252876	Gin1	chr1
7.11	0.291	-0.673	-0.964	0	0	0	0.99938	0.97158	0.60012	0	0	0	18484	Pam	chr1
2.75	0.266	0.191	-0.074	0	0	0	0.99887	0.99949	0.99985	0	0	0	100504494	NA	NA
0.57	2.966	1.815	-1.152	5.38	2.62	-0.41	0.00034	0.0154	0.34768	1	0	0	320311	Rnf152	chr1
6.21	0.372	0.053	-0.319	0	0	0	0.99974	0.99999	0.9999	0	0	0	27392	Pign	chr1
6.03	-0.779	-0.495	0.284	0	0	0	0.93051	0.99719	0.99977	0	0	0	227446	2310035C23Rik	chr1
3.29	0.005	-0.329	-0.334	0	0	0	1	0.99945	0.99945	0	0	0	100042023	Gm10193	NA
4.17	-0.145	2.152	2.296	0	3.59	4.22	0.99343	0.00358	0.00149	0	1	0	21934	Tnfrsf11a	chr1
5.73	0.708	1.189	0.481	0	1.11	0	0.93827	0.14961	0.99384	0	0	0	227449	Zcchc2	chr1
6.35	-1.332	-0.413	0.919	-2.39	0	0	0.02212	0.99855	0.72563	0	0	0	98432	Phlpp1	chr1
5.35	-1.942	0.527	2.469	-3.9	0	6.23	0.00231	0.95199	0.00013	-1	0	1	12043	Bcl2	chr1
5.22	-0.246	-0.075	0.171	0	0	0	0.99974	0.99996	0.99991	0	0	0	70750	Kdsr	chr1
6.78	-0.647	-0.482	0.165	0	0	0	0.96914	0.99349	0.99974	0	0	0	20479	Vps4b	chr1
7.21	0.89	0.876	-0.013	0	0	0	0.69388	0.71408	0.99993	0	0	0	20724	Serpinb5	chr1
2.91	5.942	6.542	0.6	7.89	8.15	0	0.00003	0.00002	0.7309	1	1	0	66957	Serpinb11	chr1
0.81	5.192	0.513	-4.678	3.44	0	-3.12	0.00497	0.76418	0.00786	1	0	0	18788	Serpinb2	chr1
-0.14	7.536	7.73	0.193	9.97	10.45	0	0.00001	0	0.91833	1	1	0	241197	Serpinb10	chr1
2.25	-0.824	0.181	1.005	0	0	0.02	0.71616	0.98841	0.4928	0	0	0	20725	Serpinb8	chr1
-1.23	-2.873	1.035	3.909	-3.66	0.06	5.11	0.00327	0.48453	0.00048	-1	0	1	227485	Cdh19	chr1
4.63	0.692	1.935	1.243	0	5.88	1.58	0.96117	0.00019	0.07683	0	1	0	319901	Dsel	chr1
5.81	-0.002	-0.281	-0.279	0	0	0	1	0.99975	0.99983	0	0	0	22099	Tsn	chr1
5.76	0.466	0.785	0.319	0	0	0	0.99569	0.89895	0.99917	0	0	0	67949	Nifk	chr1
6.63	0.371	0.542	0.17	0	0	0	0.99978	0.99848	0.99998	0	0	0	76707	Clasp1	chr1
5.73	-2.637	-2.537	0.099	-6.9	-6.48	0	0.00006	0.0001	0.999	-1	-1	0	81879	Tfcp2l1	chr1
1.3	1.021	0.62	-0.402	0.07	0	0	0.47154	0.89975	0.96433	0	0	0	14633	Gli2	chr1
6.46	-4.792	-4.492	0.3	-26.27	-24.18	0	0	0	0.99971	-1	-1	0	16324	Inhbb	chr1
6.29	-1.798	-1.046	0.751	-4.19	-0.24	0	0.00154	0.40682	0.90032	-1	0	0	64143	Ralb	chr1
5.3	-0.149	0.151	0.3	0	0	0	0.99997	0.99997	0.99992	0	0	0	226351	Tmem185b	chr1
5.22	-2.029	-2.048	-0.02	-7.91	-8.09	0	0.00002	0.00002	1	-1	-1	0	226352	Epb41l5	chr1
5.31	-0.44	-0.326	0.114	0	0	0	0.97474	0.98823	0.9982	0	0	0	19258	Ptpn4	chr1
0.77	-0.095	-1.451	-1.356	0	-1.79	-1.41	0.99623	0.05572	0.09874	0	0	0	66343	Tmem177	chr1
-0.14	0.023	0.841	0.818	0	0	0	0.99835	0.67408	0.69856	0	0	0	170706	Tmem37	chr1
6.47	-1.333	-0.357	0.976	-1.69	0	0	0.06459	0.99435	0.55043	0	0	0	13167	Dbi	chr1
0.79	0.34	0.439	0.099	0	0	0	0.98471	0.9731	0.99754	0	0	0	73103	3110009E18Rik	chr1
3.66	-0.887	0.416	1.303	0	0	1.39	0.69153	0.98265	0.10106	0	0	0	68428	Steap3	chr1
5.12	0.645	-0.226	-0.871	0	0	0	0.98269	0.99979	0.82184	0	0	0	72999	Insig2	chr1
4.65	-0.229	0.081	0.31	0	0	0	0.9991	0.99979	0.99859	0	0	0	70829	Ccdc93	chr1
3.3	0.425	0.52	0.095	0	0	0	0.99787	0.99498	0.99991	0	0	0	66942	Ddx18	chr1
7.46	0.444	0.802	0.357	0	0	0	0.99936	0.93907	0.99986	0	0	0	74117	Actr3	chr1
6.51	-0.482	-1.148	-0.667	0	-1.2	0	0.99848	0.13318	0.98975	0	0	0	74150	Slc35f5	chr1
-0.42	-3.118	-4.758	-1.64	-4.08	-7.59	-1.76	0.0018	0.00003	0.05796	-1	-1	0	71111	Gpr39	chr1
3.44	-0.524	-2.614	-2.09	0	-5.73	-4.05	0.91937	0.00023	0.00186	0	-1	0	210356	Nckap5	chr1
5.14	-0.207	-2.229	-2.022	0	-6.4	-5.54	0.99807	0.00011	0.00028	0	-1	-1	107895	Mgat5	chr1
5.02	-0.465	-0.349	0.117	0	0	0	0.99943	0.99984	0.99999	0	0	0	667090	Gm8451	NA
5.9	-0.982	-0.601	0.381	0	0	0	0.52736	0.92543	0.98551	0	0	0	72949	Ccnt2	chr1
6.5	-0.516	-0.579	-0.063	0	0	0	0.99836	0.99645	0.99999	0	0	0	226407	Rab3gap1	chr1
3.41	1.265	1.182	-0.083	1.82	1.29	0	0.05299	0.11651	0.99991	0	0	0	226409	Zranb3	chr1
6.4	-0.034	-0.145	-0.112	0	0	0	1	0.99998	0.99999	0	0	0	226412	R3hdm1	chr1
7.44	-0.522	-0.108	0.414	0	0	0	0.97895	0.99926	0.99371	0	0	0	67812	Ubxn4	chr1
5.73	1.16	0.789	-0.371	0.64	0	0	0.27105	0.78981	0.98598	0	0	0	17219	Mcm6	chr1
6.35	-0.238	-0.396	-0.157	0	0	0	0.99991	0.99958	0.99998	0	0	0	226414	Dars	chr1
5.05	-3.624	-1.247	2.377	-6.13	-0.57	3.55	0.00015	0.29311	0.00378	-1	0	0	12767	Cxcr4	chr1
3.02	-0.09	-0.156	-0.066	0	0	0	0.99993	0.99987	0.99996	0	0	0	100042740	Rpl31-ps9	NA
0.07	-5.494	-4.09	1.404	-13.77	-9.3	1.86	0	0.00001	0.05008	-1	-1	0	13137	Cd55b	chr1
5.34	-5.233	-3.884	1.349	-24.2	-16.51	2.51	0	0	0.01834	-1	-1	0	13136	Cd55	chr1
6.63	-1.265	-1.524	-0.259	-1.08	-2.13	0	0.15601	0.03308	0.99423	0	0	0	18640	Pfkfb2	chr1
5.33	-0.646	0.136	0.782	0	0	0	0.94962	0.99915	0.86792	0	0	0	226418	Yod1	chr1
4.1	-3.827	-3.911	-0.084	-11.56	-11.96	0	0	0	0.99964	-1	-1	0	212439	AA986860	chr1
2.86	-6.67	-4.342	2.329	-11.98	-6.93	4.44	0	0.00006	0.0011	-1	-1	1	18703	Pigr	chr1
2.59	2.977	3.984	1.007	3.61	5.07	0.01	0.0035	0.0005	0.50186	1	1	0	93672	Il24	chr1
-1.89	4.018	4.322	0.303	3.43	3.78	0	0.00475	0.00289	0.86143	1	1	0	329244	Il19	chr1
8.07	0.237	0.45	0.213	0	0	0	0.9999	0.99916	0.99996	0	0	0	17164	Mapkapk2	chr1
4.69	-0.245	-0.586	-0.342	0	0	0	0.99265	0.93734	0.98913	0	0	0	226419	Dyrk3	chr1
5.45	0.272	-0.053	-0.325	0	0	0	0.99991	0.99999	0.9999	0	0	0	16865	Eif2d	chr1
4.3	-0.822	-0.082	0.74	0	0	0	0.78407	0.99905	0.87838	0	0	0	54354	Rassf5	chr1
3.87	2.472	1.66	-0.812	7.64	3.75	0	0.00003	0.00284	0.82271	1	1	0	56489	Ikbke	chr1
5.28	0.61	0.416	-0.194	0	0	0	0.97862	0.99676	0.99963	0	0	0	14270	Srgap2	chr1
1.19	-4.749	-6.221	-1.472	-7.35	-10.39	-1.62	0.00004	0	0.07174	-1	-1	0	13034	Ctse	chr1
5	-4.188	-2.188	2	-11.27	-4.14	4.08	0	0.00164	0.0018	-1	-1	0	226421	Rab7b	chr1
3.42	-3.321	-1.786	1.535	-8.3	-2.69	2.16	0.00002	0.01377	0.03145	-1	0	0	320718	Slc26a9	chr1
2.99	1.598	2.03	0.432	3.3	5.62	0	0.0055	0.00025	0.99106	1	1	0	212933	Pm20d1	chr1
7.73	0.373	0.725	0.351	0	0	0	0.99547	0.91426	0.99769	0	0	0	98396	Slc41a1	chr1
2.58	-0.698	-0.275	0.423	0	0	0	0.91125	0.99621	0.9908	0	0	0	226422	Rab29	chr1
6.61	0.596	0.151	-0.445	0	0	0	0.9916	0.9999	0.99894	0	0	0	98415	Nucks1	chr1
