"Term","Count","Box.Office","Critic.Score"
"blood",16,46.43,47.13
"blooded",1,0.9,64
"bloodthirsty",6,15.72,27.5
"bloody",1,0.05,24
"bloom",2,11.35,58.5
"blooms",1,26.8,28
"blossoms",2,139.25,27.5
"blow",3,20.41,50.67
"blows",1,0.01,60
"blu",3,135.53,56
"blue",10,20.23,40.1
"blues",2,37.64,84
"bluesman",1,9.3,66
"bluntman",1,29.9,53
"blurred",1,7,61
"blurs",1,2.1,59
"bo",1,80.2,13
"board",6,17.13,47.5
"boarded",2,34.8,60
"boarding",3,4.14,35
"boardinghouse",1,17.5,79
"boards",1,0.03,42
"boat",3,50.69,61
"boating",1,82.6,89
"boats",1,2.4,6
"bob",8,21.08,60.63
"bobby",6,59.45,37.33
"bodeen",1,13,84
"bodhi",1,18.4,0
"bodies",6,41.07,40.33
"bodily",1,0.04,36
"body",12,36.41,54.58
"bodybuilders",1,49.9,49
"bodybuilding",1,0.2,96
"bodyguard",1,32.9,25
"bodyguards",1,11.9,54
"boenish",1,0.06,89
"boettcher",1,0.3,76
"bogged",1,0.7,74
"bogota",1,36.7,27
"bogus",1,0.04,65
"bohemians",1,29.1,46
"boiled",1,57.7,28
"boldwood",1,9.9,85
"bolkovac",1,1.1,74
"bollywood",2,4.7,60.5
"bolstered",1,200.7,74
"bolt",1,0.3,48
"bomb",2,26.4,71
"bombarded",2,7.13,28.5
"bombastic",1,0.04,8
"bombed",1,0.06,85
"bomber",1,54.7,92
"bombing",4,102.95,60.25
"bombs",2,2.65,45.5
"bond",23,63.44,59.26
"bondage",1,1.4,56
"bonds",6,80.47,59.67
"bones",1,6.8,21
"bong",1,38.1,53
"bonneville",1,5,82
"bonnie",1,82.5,6
"boo",2,100.2,13
"boob",1,100.3,44
"booby",1,6.8,37
"boog",1,84.3,48
"book",28,50.23,55.75
"bookish",1,37.4,95
"bookmakers",1,30.1,73
"books",4,43.23,55
"boom",1,0.01,14
"booming",1,97,68
"boot",1,0,0
"booted",2,11.6,9
"booth",2,133.2,53
"bootlegging",1,37.4,67
"boots",1,320.7,40
"bootstrap",1,0.7,8
"booze",2,69.55,89.5
"borat",2,128.4,91
"border",7,22.73,60.86
"bordering",1,38.2,76
"borders",3,1.55,27.67
"bored",7,65.76,45.71
"boredom",1,16.1,31
"boring",1,0.1,90
"boris",1,0.4,43
"born",15,40.76,50.67
"borneo",1,31.5,26
"bosnia",2,0.95,63.5
"bosnian",2,0.3,55
"boss",26,37.77,49.65
"bosses",1,117.5,69
"bossy",1,3.7,50
"boston",7,52.17,56.86
"bosworth",1,6.1,42
"botched",2,0.04,20.5
"botching",1,1.4,20
"bottom",3,39.67,66
"bought",1,13.2,22
"boulder",1,18.3,93
"bounce",1,32.8,23
"bouncer",1,4.2,82
"bound",8,32.84,56
"boundaries",1,4,27
"bounty",12,63.64,37.92
"bourne",2,201.7,87
"bouts",1,2.3,68
"bouvet",1,80.2,21
"bowed",1,27.9,64
"bowler",1,97.7,66
"box",8,39.99,42.38
"boxer",6,28.42,70.17
"boxers",2,2.25,79
"boxes",2,30,79
"boxing",8,30.36,51.63
"boy",77,40.56,52.34
"boyd",2,34.2,32
"boyfriend",32,28.44,46.75
"boynton",1,3,60
"boys",15,19.71,61.07
"br",1,60,68
"bracelet",1,0.2,29
"brad",1,17,32
"braddock",1,61.6,80
"brady",2,13.05,28.5
"bragged",1,0.3,29
"brain",4,78.3,54.25
"brainwashed",2,55.2,72.5
"brainy",2,110.7,54.5
"branded",1,29,7
"branding",1,0.6,73
"brands",2,0.5,41.5
"brandy",1,3.4,52
"brannaman",1,4,89
"brash",2,175.8,90
"brashear",1,46.2,41
"brass",2,0.05,33
"bratt",1,1.1,48
"bravely",1,0.5,38
"bravery",2,118.9,66.5
"braves",1,83.6,25
"brawling",1,23,39
"brawn",1,208.7,70
"brazil",1,0.4,26
"brazilian",5,51.86,46
"breach",1,0.2,93
"breadwinner",1,9.7,17
"break",31,38.45,45.65
"breakdown",2,26.5,58.5
"breaking",5,52.58,80
"breaks",10,45.74,50.4
"breakthrough",1,10,51
"breathing",3,50.73,47.67
"breed",1,42,59
"breeding",2,46.3,67.5
"breezy",1,53.7,27
"brendan",1,0.06,0
"brent",1,10.5,2
"brethren",1,64.2,10
"brewery",1,0.3,83
"brewing",2,129.85,66
"brewster",1,25.9,12
"brian",8,85.27,62
"bride",6,58.85,56.5
"bridesmaid",2,122.95,65.5
"bridesmaids",1,0.4,56
"bridge",8,40.66,53.5
"bridges",1,26.9,31
"bridget",1,40.2,27
"brief",1,2.4,71
"briefcase",1,3.7,5
"brien",1,0.3,80
"briggs",1,2.4,82
"brightly",1,35.1,6
"brilliant",8,99.01,66.63
"brine",1,83.3,72
"bring",27,59.86,53.7
"bringing",5,25.69,63
"brings",11,51.21,52.45
"brink",4,79.5,59
"briony",1,50.8,83
"bristol",1,0.2,89
"brit",1,1,66
"britain",7,32.8,46.86
"british",21,26.36,60
"britt",1,98.8,43
"broadcast",2,25.85,87
"broadcasting",1,84.1,66
"broadway",7,21.45,78.57
"brock",1,0,40
"brogan",1,12.8,78
"broke",2,48.55,39.5
"broken",13,26.7,55.15
"broker",7,50.92,47.29
"bromance",1,0.3,79
"bronson",1,13.7,49
"bronx",3,7.83,31.67
"brood",2,90.7,32
"brooding",1,0.2,65
"brooklyn",21,27.31,58.95
"brooks",2,32.55,61
"brothel",1,0.1,12
"brother",71,27.96,49.25
"brotherhood",1,234.2,58
"brothers",28,19.47,52.14
"brought",12,37.64,55.25
"brown",4,10.9,60
"brownstone",1,0.4,98
"bruce",4,180.23,60.75
"bruckner",1,3.4,11
"bruges",1,7.6,84
"brujo",1,26.8,58
"brunch",2,127.28,55.5
"bruno",1,9,63
"brutal",13,75.94,40.31
"brutalize",1,36.1,43
"brutalized",1,0.09,34
"brutally",1,32.7,41
"bryan",1,0.5,43
"bryant",1,0.05,0
"bubble",3,3.6,50.67
"buck",1,4,89
"buckley",1,0.02,54
"buckstead",1,0.3,18
"buddies",3,135.17,60.67
"budding",1,3.2,80
"buddy",6,34.37,27.5
"budget",5,46.02,73
"buds",1,35,68
"buenos",2,0.6,59.5
"buffalo",1,2.3,78
"bug",2,36.45,51
"build",10,25.91,42.7
"building",9,19.99,47.22
"builds",1,3,51
"built",6,93.1,70.33
"bukowski",2,0.34,79.5
"bulgarian",1,0.3,38
"bulger",1,0.08,80
"bullard",1,49.5,40
"bulldozing",1,13.6,29
"bullet",2,68.25,45.5
"bullied",4,9.55,64.5
"bullies",2,133.7,7
"bullwinkle",1,0.4,43
"bully",3,15.4,58
"bullying",1,44.7,84
"bumbling",5,37.6,32.2
"bunch",6,45.13,27.33
"bundren",1,0.02,41
"bunny",2,78.1,33.5
"bunyan",1,0,0
"burdened",1,238.3,58
"burdens",1,0.05,83
"bureau",1,0.01,69
"bureaucracy",2,3.3,58.5
"bureaucrat",1,292,79
"burgeoning",2,24.3,48.5
"burgers",1,18.2,74
"burglar",1,12.6,13
"burglarize",1,0.1,55
"burglarizing",1,31.1,10
"burgundy",2,105.7,70.5
"buried",3,4.81,43.67
"burlesque",2,20.7,62
"burma",1,42.7,37
"burning",2,27,46
"burns",2,6.1,57
"burroughs",2,3.9,53.5
"bursting",1,91,50
"burt",3,10.7,63.67
"burundi",1,10.4,19
"bury",2,25.97,42
"burying",1,4.9,85
"bus",9,27.63,33.89
"buses",1,13.9,40
"bush",4,38.54,76.5
"business",36,26.28,42.78
"businesses",1,67.5,51
"businessman",17,34.73,39.35
"businessmen",2,28.65,65.5
"businesswoman",4,35.23,44.75
"businesswomen",1,0.5,80
"bust",3,47.77,27.33
"busters",1,40,10
"busting",1,9.8,8
"busts",1,12,60
"busy",1,28.1,3
"butante",1,0.09,26
"butcher",2,38.83,55.5
"butchering",1,0.03,71
"butler",3,40.97,71.33
"butt",1,4,86
"butter",1,0.07,33
"button",1,127.5,73
"buttoned",1,87.9,26
"buy",4,67.28,43.75
"buys",6,29.87,49.33
"buznik",1,133.8,43
"buzz",1,5.5,50
"byrnes",2,213.8,24
"c",15,39.66,51.73
"ca",1,0.6,76
"cab",1,100,86
"cabaret",2,4.03,40.5
"cabbie",1,67.1,43
"cabin",9,18.03,67.22
"cabinet",1,182.2,90
"cable",2,7.88,30.5
"cabrera",1,0.08,0
"cache",1,48.1,62
"caddy",1,30.4,43
"caden",1,0.3,50
"cadet",1,37.6,43
"cadets",1,26.5,21
"cadi",1,0.2,19
"cady",1,86,83
"caesar",2,3.1,87.5
"caf",1,12.8,25
"cage",2,79.1,52.5
"cairn",1,0.4,62
"cajoled",1,61.1,81
"cal",1,148.2,72
"calamitous",1,58.2,14
"calamity",1,24,63
"calcutta",1,3.4,96
"cale",2,16.55,46.5
"calendar",1,30.9,74
"calf",1,0.6,61
"calhoun",2,0.43,22
"california",14,23.49,61.43
"californians",1,3.3,65
"call",12,17.98,45.08
"called",31,74.59,40.1
"caller",2,24.1,49
"calling",4,6.6,27.75
"calls",4,45.4,21.5
"calvin",3,96.2,46
"cambodia",1,0.3,47
"camden",1,6.5,43
"came",7,57.21,66.14
"camera",3,3.83,38.33
"cameraman",4,16.58,37.75
"cameras",7,25.59,64
"cameron",3,8.23,77
"camford",1,3.8,7
"camilla",1,0.6,35
"camille",1,0.4,41
"camino",1,4.4,82
"camp",18,13.19,37.17
"campaign",13,44.71,63.54
"campbell",4,0.78,72.75
"campers",1,71.4,23
"camping",2,45.9,22
"campus",6,15.28,44.83
"campuses",1,0.4,92
"can",79,48.18,44.9
"canada",3,73.83,56.33
"canadian",2,16.4,55
"cancels",1,0,33
"cancer",12,34.4,55.17
"cancun",1,3.7,35
"candid",1,0.2,96
"candidate",7,44.57,40.43
"candle",1,2.2,18
"candlemaker",1,2.2,18
"candy",3,88.17,45.67
"canine",5,71.68,47
"cannes",1,0.04,65
"cannibal",1,92.9,69
"cannibalistic",2,7.7,46
"cannon",2,80.05,18
"canonization",1,1.1,11
"canoodle",1,3.7,35
"canvas",1,0.4,16
"canyon",1,27.1,11
"canyoneering",1,18.3,93
"capable",1,20.9,54
"capacity",1,3,60
"cape",2,28.6,5
"caped",1,533.3,94
"caper",1,51.2,78
"capital",2,9.81,45
"capitol",3,180.47,51.33
"capote",3,19.23,84.33
"caps",1,12.8,86
"capsizes",1,60.7,33
"capsule",2,40.05,56.5
"captain",15,116.35,68.33
"captained",1,42,59
"captivating",1,37.4,95
"captive",5,74.06,53.4
"captives",1,0.1,75
"captivity",1,2.1,98
"captor",1,57.9,79
"captors",2,43.35,65.5
"capture",8,62.91,62.5
"captured",9,43.7,51.78
"captures",7,21.61,59
"capturing",1,28.3,53
"capulet",1,99.8,55
"car",33,40.75,39.12
"caravan",1,50.6,22
"card",5,28.52,33
"cards",1,0.02,7
"care",15,59.27,54.07
"career",55,16.4,57.25
"careers",5,22.4,52.6
"carefree",1,72.6,22
"carefully",2,18.6,65.5
"caregivers",1,53.4,28
"careless",1,103,19
"cares",1,26.6,8
"caretaker",1,0.01,15
"cargo",2,62.8,57
"caring",4,68.3,47.75
"carl",4,114.64,77.5
"carlo",1,23.2,38
"carlos",2,25.5,48.5
"carly",1,83.9,23
"carman",1,1.3,11
"carmen",2,77.85,55
"carnage",1,182.2,90
"carnal",1,4.6,26
"carnby",1,5.1,1
"carnival",1,2.8,53
"carol",1,0.02,89
"carolina",8,37.07,46.75
"carolinas",1,5.5,6
"carolinian",1,18.7,20
"carpenter",1,1.8,72
"carr",1,0.4,40
"carrey",1,110.3,29
"carrie",3,46.93,23.33
"carried",1,0.5,80
"carries",2,2.18,79.5
"carry",3,22.31,46.67
"carrying",2,30.15,34
"cars",5,94.33,34.8
"carson",1,24.7,34
"cart",1,32.4,14
"cartel",5,19.26,38.4
"carter",6,83.33,36.17
"cartoon",1,11.3,63
"cartoonist",4,17.15,31.5
"carving",1,0.07,33
"cary",1,21.1,23
"cascade",1,21.2,62
"case",22,22.72,42.14
"casey",1,24.4,52
"cash",11,38.76,67.64
"casino",8,50.07,47.5
"casinos",2,132.25,59
"caspian",2,123,58
"cassady",1,32.4,52
"cassette",1,0.02,70
"cast",9,121.17,70
"castaways",1,9.8,80
"castillo",1,3.5,75
"casting",1,0.03,64
"castle",6,22.48,44.67
"castro",1,2.8,73
"casual",1,0.05,24
"cat",14,42.2,31.43
"cataclysmic",1,0.1,30
"catalyst",1,3.6,67
"catalyzes",1,33,64
"catapults",1,12.3,77
"catastrophe",7,79.39,58.86
"catastrophes",1,166.1,39
"catastrophic",2,66.35,30
"catch",6,14.08,50.5
"catcher",1,0.6,35
"catches",2,41.4,36.5
"caters",1,0.04,54
"catharsis",1,0.06,63
"catherine",1,5.9,7
"catholic",6,5.93,48.67
"catholics",1,16.4,7
"cathy",1,1.9,46
"cats",1,90.9,54
"catskills",1,7.4,47
"cattle",2,53.85,67
"catwoman",1,448.1,87
"caught",23,25.96,47
"cauliflower",1,50.8,56
"cause",10,27.91,55.8
"caused",2,8.11,36
"causes",18,81.59,41.5
"causing",8,50.5,43.25
"cavalry",1,79.9,77
"cave",10,79.48,59.8
"caveman",1,187.2,70
"caves",1,5.2,96
"caviezel",2,1.4,19.5
"cayman",1,0.1,13
"cb",1,21.3,73
"ccn",1,33.8,7
"cdc",2,53.65,71
"cecil",1,116.6,72
"cedar",1,6.9,86
"cedric",1,8.1,4
"celebi",1,1.6,14
"celebrate",3,170.3,48.33
"celebrated",4,34.55,47.25
"celebrates",2,13.2,61.5
"celebrating",1,73,42
"celebration",6,10.39,47.33
"celebrities",4,35.13,67.25
"celebrity",5,50.7,43.4
"celine",2,6.85,96.5
"cell",3,15.1,65.67
"cellar",1,2.6,9
"cello",1,0.03,53
"centenary",1,0.02,73
"center",20,57.49,51.45
"centered",33,20.3,47.58
"centerfold",1,4.5,5
"centering",1,0,80
"centers",6,11.75,42.67
"central",9,34.12,37.78
"centre",1,25,1
"centuries",7,38.5,44.86
"century",32,32.51,46.44
"ceo",1,292.6,86
"ceremony",3,6.33,57.33
"cesar",1,5.6,41
"cessna",1,0.05,80
"chabon",1,0.03,12
"chagrin",2,1.25,60
"chain",6,21.96,51.67
"chainsaw",1,80.1,36
"chairlift",1,0.1,62
"chairman",1,25.9,10
"chaka",1,49.4,26
"challenge",7,61.14,55.43
"challenged",6,76.88,36.17
"challenger",1,0.1,67
"challenges",9,26.55,46.33
"challenging",7,32.14,42.57
"chameleon",1,123.2,87
"champ",3,25.3,65.33
"champion",12,32.28,59.58
"championship",8,48.45,49.25
"championships",4,21.18,26.75
"chance",20,17.66,43.05
"chances",1,6.8,67
"chandni",1,0.9,44
"change",30,54.63,53.33
"changed",9,9.59,37.22
"changes",21,47.65,53.81
"changing",17,52.52,52.71
"channel",1,127.3,75
"channeled",1,25.7,76
"channels",1,20.2,10
"channing",1,0.02,89
"chanteuses",1,8,44
"chaos",13,77.39,51.77
"chaotic",6,15.42,71.17
"chappelle",1,11.7,92
"chappie",1,31.6,31
"chapter",1,30.9,74
"character",8,7.98,28.5
"characters",15,27.31,59.53
"charge",4,75.3,45
"charged",4,16,60.75
"charging",1,19,20
"charismatic",3,13.2,43
"charity",1,18.2,82
"charles",8,61.31,58.25
"charlie",10,30.29,40.6
"charlotte",4,65.2,47.5
"charly",1,0.7,20
"charlyne",1,1.1,58
"charm",3,42.8,37.33
"charming",5,107.27,43.4
"charnel",1,7.3,21
"chart",1,50.5,62
"charts",1,103.3,78
"chase",6,10.23,41.33
"chased",4,19.63,24.75
"chases",3,58.83,26.67
"chasing",4,12.95,64
"chat",2,16.21,49.5
"chateau",2,4.6,48
"chauffer",1,50.2,22
"chauvenistic",1,181.5,54
"chauvet",1,5.2,96
"chauvinistic",1,88.9,13
"chavez",1,5.6,41
"che",2,8.9,66
"cheap",1,2.4,94
"cheaper",1,2.3,94
"cheat",1,42.6,61
"cheated",2,12.3,47.5
"cheater",1,40.9,26
"cheaters",1,26.7,43
"cheating",4,42.83,45.75
"cheats",1,4.5,34
"check",3,85.93,66
"checkered",1,2.9,45
"checking",1,0.4,72
"checks",3,80.9,77.67
"cheerleader",4,16.73,26.75
"cheerleaders",1,19.1,9
"cheerleading",1,67.9,63
"cheese",1,124.9,87
"cheesy",1,0.3,67
"cheetah",1,0.8,93
"cheever",1,0.2,37
"chef",7,44.21,63.57
"chekov",1,0.7,74
"chelios",2,20.7,62
"chelsea",1,0.2,65
"chemical",2,33.1,69
"chemicals",1,0.2,85
"chemistry",1,0.3,25
"chenery",1,59.7,64
"cherie",1,2,68
"cherished",1,114.2,70
"cheryl",1,48.4,15
"chess",3,2.77,67
"chest",1,37.1,44
"chester",1,119.8,70
"cheung",1,0.6,31
"chev",1,27.8,61
"chi",1,0.1,70
"chicago",14,37.69,48.43
"chicanery",1,10.2,94
"chicken",2,120.95,66.5
"chickens",1,106.6,97
"chicks",1,0.04,0
"chief",5,34.6,64.4
"chihuahua",1,94.5,41
"child",52,42.72,51.94
"childbirth",1,17.1,89
"childers",1,0.5,29
"childhood",36,44.56,43.42
"childish",2,20.3,32
"childless",2,89.95,52.5
"children",58,28.77,49.1
"chile",2,1.17,64
"chili",1,55.6,30
"chill",1,0,40
"chilling",1,0.3,49
"chilly",1,32.8,75
"chimp",3,78.83,50
"chimpanzee",1,0.4,98
"china",7,58.76,50.57
"chinaski",1,0.6,76
"chinese",10,18.66,60.1
"chipettes",2,176.2,16.5
"chipmunk",1,219.3,21
"chipmunks",2,175.15,19.5
"chloe",1,94.5,41
"chocolate",2,138.85,73
"choice",6,29.76,63
"choices",3,49.93,49.67
"choir",3,20.4,44
"choking",1,2.8,54
"cholera",1,7.9,74
"chon",3,56.03,61
"choose",6,63.3,43.83
"chooses",2,14.3,5
"chore",1,3.3,96
"choreographer",2,15.25,53.5
"chorus",1,1.5,92
"chosen",6,142.6,70.67
"chow",1,112.2,19
"chowk",1,0.9,44
"chris",7,111.69,78.43
"christ",1,0.4,64
"christian",12,7.55,33.92
"christianity",1,217.5,25
"christmas",25,42.19,44.72
"christmastime",1,49.1,56
"christopher",4,18.28,75.25
"chronciling",1,6.8,50
"chronic",1,29.9,53
"chronicle",8,37.08,79
"chronicled",1,2.8,29
"chronicles",11,14.59,43.45
"chronicling",4,1.18,65.75
"chubby",2,108.63,27
"chuck",5,23.5,41.4
"chun",1,8.6,18
"church",15,12.76,40.13
"churches",1,0.03,21
"churning",1,119.8,70
"cia",31,60.27,50.74
"cici",1,6.1,14
"cigarettes",2,13.3,75.5
"cile",1,0.09,8
"cincinnati",1,17.5,79
"cindy",2,100.25,36.5
"circa",1,47.5,91
"circle",2,22,52
"circles",2,168.85,55
"circuit",4,13.05,39.25
"circumstance",1,90.1,87
"circumstances",4,14.35,39.75
"circus",2,137.55,69.5
"cirque",2,13.15,42.5
"cities",3,1.03,38.67
"citizen",2,102.4,49.5
"citizens",7,41.13,52.29
"city",117,40.68,50.19
"civil",11,56.14,54.36
"civilization",1,41.7,49
"cj",1,0.04,50
"claim",4,16.73,59.25
"claimed",3,148.33,60.33
"claiming",2,55.25,64
"claims",11,22.99,48.09
"claire",2,104.61,37.5
"clairvoyant",1,30.7,57
"clan",5,25.42,26.4
"clans",2,177.3,37
"clarice",1,163.9,39
"clark",3,101.93,78.67
"clarke",1,0.05,27
"clary",1,31.2,12
"clash",4,1.23,62.5
"clashed",1,0.7,0
"clashes",1,0.5,97
"class",24,24.72,55.96
"classes",1,0.1,36
"classic",13,39.75,54.54
"classified",1,4,90
"classmate",4,24.08,45
"classmates",1,16,42
"claude",1,1.9,52
"claus",4,87.6,48.75
"claustrophobic",1,1,87
"clayton",1,23.5,64
"clean",7,29.7,42.71
"cleaner",1,3,83
"cleaning",3,28.57,56
"cleanses",1,101.2,77
"clear",10,56.73,56.1
"clearly",1,0.07,75
"clearwater",1,42,67
"cleary",1,209.2,75
"clerk",3,1.72,52.33
"clerks",1,11,66
"cletis",1,0.06,23
"cleveland",3,14.77,45.33
"clich",4,19.15,37.25
"client",5,49.4,60
"clients",5,17.01,41
"clifford",1,2.8,53
"climate",3,1.62,83
"climax",1,7,88
"climber",2,43.05,70.5
"climbers",2,2.35,77
"climbing",1,39,71
"clinic",1,30.7,39
"clinically",1,6.4,58
"clinton",1,14.4,8
"clips",1,1,72
"clique",2,47.05,49
"cliques",2,5.35,39
"clive",1,17,74
"cloaked",1,1,25
"clock",2,42.65,68
"clone",4,189.85,51.5
"cloned",1,14.3,4
"clones",1,33.8,41
"cloning",1,0.01,0
"close",15,39.79,48.73
"closed",2,0.12,69.5
"closer",4,117.38,66.25
"closet",1,2,72
"closeted",1,0.2,78
"cloth",1,0.01,8
"cloud",1,31.1,27
"clouseau",2,59.05,17
"clownfish",1,41.1,99
"clowning",1,3.3,83
"club",15,9.85,39.27
"clubs",2,0.15,63.5
"clue",4,80.88,37.25
"clueless",2,22.38,49.5
"clues",9,64.61,52.22
"clumsy",1,46.4,92
"clutches",2,33.58,39.5
"co",14,40.11,43.86
"coach",25,32.96,48.64
"coaching",4,17.17,29.25
"coal",1,0.1,80
"coast",8,18.46,42.75
"coastal",3,12.49,79
"coaxed",3,43.23,29
"cobain",1,0.4,57
"cobra",1,122.5,28
"cocaine",4,16.3,40.75
"cockney",1,13.4,49
"cocktail",1,0.02,19
"cocky",2,3.63,55
"coconut",2,4.6,29
"cod",1,19,8
"code",8,29.44,37.88
"codes",1,15.7,35
"cody",3,43.13,43.33
"coerced",2,8.03,42
"coerces",1,218.1,84
"coercive",1,0.4,54
"coffee",1,2,65
"coffin",1,1,87
"cofounder",1,96.9,96
"cogan",1,15,75
"cohen",1,46,31
"coin",1,337.1,65
"coincidence",1,13.1,3
"coincidentally",1,5.3,87
"coincides",1,120.5,89
"coins",1,32.6,17
"col",1,49.5,40
"cold",10,21.57,65.8
"cole",1,13.1,48
"colee",1,0.2,37
"colin",1,14.6,83
"collaborates",1,13.1,3
"collapse",5,11.9,43
"collapsed",1,0.02,75
"collapsing",1,1.1,43
"collar",3,11.07,54
"colleague",4,28.63,61.25
"colleagues",1,59.7,64
"collect",7,19.77,46.29
"collectible",1,49.1,40
"collecting",1,223.7,96
"collection",5,22.78,41.4
"collective",1,91,50
"collectively",1,16.1,31
"collector",3,16.37,40
"collectors",1,50.8,75
"college",80,27.51,41.98
"collide",5,12.93,41.4
"collides",2,38.67,37.5
"collins",1,79.7,37
"collision",2,17.55,81.5
"collisions",1,0.01,34
"collusion",1,43.3,56
"colm",1,0.01,48
"colombian",1,6.5,97
"colonel",1,0.3,55
"colonial",1,2.3,62
"colonies",1,0.7,0
"colonization",1,0.9,18
"colony",1,28.1,63
"color",2,66.35,55.5
"colorado",2,46.35,48
"colorful",3,12.5,75
"colors",1,25.7,17
"colt",1,19.8,14
"coltrane",1,80.2,13
"columbine",1,0.2,24
"column",1,26.7,43
"columnist",1,177.6,69
"com",2,6.8,47.5
"coma",4,46.23,22.5
"comatose",3,38.03,53.33
"comatosed",1,50.2,22
"combat",3,37.42,57.33
"combatants",1,28.6,57
"combined",1,0.2,80
"come",53,60.97,46.26
"comeback",1,0.1,24
"comebacks",1,13.3,9
"comedian",6,21.12,53.33
"comedians",3,15.3,71.33
"comedic",2,19.86,16
"comedienne",2,3,90.5
"comedies",2,52.15,38.5
"comedy",44,18.7,46.16
"comer",1,58.9,78
"comers",1,11.9,54
"comes",49,48.91,53.98
"comfort",1,3,17
"comforts",1,28.5,63
"comic",12,18.12,55.5
"comical",1,53.3,38
"comically",1,0.01,29
"comics",1,2.7,76
"coming",24,35.85,52.63
"command",1,160.9,66
"commandant",1,9,63
"commanded",1,77.6,75
"commander",4,59.8,44.25
"commanding",1,58.8,37
"commandments",1,0.5,37
"commands",1,85.8,77
"commences",1,62.3,26
"commentary",1,19.1,39
"commentator",1,0.8,97
"commerce",1,0.7,40
"commercial",2,0.25,74.5
"commercialization",1,0.1,57
"commit",6,45.38,58.33
"commitment",1,120.8,44
"committed",12,42.69,36.42
"committee",1,0.7,43
"committing",6,27.39,38.5
"common",4,3.23,56
"commonly",1,63.9,73
"commune",2,8.95,53
"communicates",1,47.9,51
"communicating",1,1,61
"communication",1,4,27
"communist",1,0.3,38
"communists",1,0.03,82
"communities",1,4.4,67
"community",27,29.17,53.07
"commuter",1,54.7,92
"commuters",1,0.03,71
"companies",1,40.6,64
"companion",2,23,78.5
"companions",2,158.55,88.5
"company",19,40.95,61.47
"comparing",1,24.3,92
"compassionate",2,1.35,49.5
"compatriots",1,88.6,96
"compelled",2,44.15,26.5
"compelling",2,0.22,40
"compels",1,0.8,40
"compete",15,59.27,65.13
"competently",1,4.6,76
"competes",4,27.88,46
"competing",7,48.51,48.14
"competition",20,34.97,51.35
"competitions",1,6.8,0
"competitive",6,21.98,60.83
"competitor",3,139.47,55.33
"competitors",1,0.04,22
"compilation",1,71.8,81
"complains",1,242.6,48
"complete",7,43.09,54.29
"completed",2,5.6,64.5
"completely",8,21.43,34.13
"completing",2,0.2,53
"complex",5,3.56,69.4
"complexes",1,2.6,77
"complexities",1,0.08,58
"complexity",1,0.01,12
"complicate",1,4.7,92
"complicated",12,18.75,43
"complicates",2,33.85,35
"complicating",1,7.5,62
"complications",7,43.32,53.14
"compose",1,50.5,62
"composer",3,4.87,58.67
"composure",1,105.8,42
"comprised",2,76.6,66.5
"compromised",1,0.04,12
"compromises",1,0.06,44
"compromising",3,22.7,32.33
"computer",9,23.84,48
"computerized",1,37.4,21
"comrade",1,3.3,38
"con",32,14.13,53.75
"conan",1,0.3,80
"conceals",1,21.3,12
"conceived",2,10.41,58.5
"conceives",2,21.15,40
"conceiving",2,8.55,49.5
"concentrating",1,1.6,19
"concentration",2,4.65,50.5
"concepts",1,28.1,3
"concern",1,0.09,29
"concerning",2,0.58,26
"concert",18,22.01,64.06
"conclusion",1,9.5,20
"concoct",1,0.08,27
"concocted",1,0.07,59
"concubine",1,0.6,31
"condemned",1,7.3,15
"condition",3,151.03,81.67
"conditions",3,80.5,85.33
"condo",1,118.7,33
"conduct",2,6.3,67
"conductor",2,41.8,52.5
"conducts",1,35.3,87
"coney",1,2.5,78
"confederacy",1,12.9,8
"conference",4,2.63,72.5
"confesses",1,13.1,73
"confidence",2,23.25,41.5
"confident",2,20.35,36
"confine",1,0.6,69
"confinement",1,2.2,41
"confines",2,24.5,58.5
"conflict",9,30.86,61.56
"conflicting",2,7.05,88.5
"conflicts",1,3.3,96
"confront",11,58.42,46.73
"confrontation",2,27.5,30.5
"confronted",3,8.87,13.33
"confronts",4,24.83,59
"confused",2,5.7,87.5
"confusing",2,13.55,36
"conglomerate",2,92.4,35.5
"congressional",2,18.51,83
"congressman",7,54.21,56.43
"congresswoman",1,89.8,38
"conjure",1,0.09,58
"conjured",1,59,81
"conman",1,25.5,30
"conmen",1,0.7,40
"connect",4,0.99,48.75
"connected",4,61.3,53.75
"connecticut",4,11.02,77
"connection",10,39.08,48.4
"connections",2,5.4,67.5
"connects",2,2.12,82
"conned",1,164.4,96
"connell",2,101.6,13
"conner",2,141.05,32
"connor",3,98.63,29.67
"conquer",2,13.31,37
"conquering",3,119.1,57.33
"conquers",1,34.3,16
"conquest",1,43.6,14
"conrad",4,36.98,33.5
"cons",2,7.67,29
"conscience",2,30.5,67
"consciousness",2,13.85,38.5
"consequences",13,24.24,47.15
"conservationist",1,0.03,35
"conservative",8,45.36,42.13
"consider",2,2.45,84
"considered",2,124.8,27
"considers",1,7.5,33
"console",1,152.6,49
"conspiracy",10,17.1,49.4
"conspirator",1,11.5,55
"conspire",5,61.66,55.2
"constance",1,12.4,27
"constantine",2,75.5,46
"constantly",4,10.25,56
"constellation",1,0.2,0
"consternation",1,8.2,77
"construction",3,87.2,93.67
"consuela",1,3.5,75
"consultant",2,50.25,60
"consumed",1,0.09,49
"consumes",1,0.1,79
"consuming",1,0.07,86
